from,to
"Chryseobacterium sp. POL2","Chryseobacterium sp. POL2"
"Phocaeicola coprophilus","Phocaeicola coprophilus FDAARGOS_1220"
"Flavobacterium sangjuense","Flavobacterium sangjuense GS03"
"Prevotella melaninogenica","Prevotella melaninogenica FDAARGOS_760"
"Tannerella forsythia","Tannerella forsythia 92A2 ATCC 43037"
"Maribacter sp. T28","Maribacter sp. T28"
"Flavobacteriaceae bacterium","Flavobacteriaceae bacterium ZY171143"
"Elizabethkingia anophelis","Elizabethkingia anophelis SEA01"
"Chryseobacterium joostei","Chryseobacterium joostei DSM 16927"
"Pedobacter sp. CJ43","Pedobacter sp. CJ43"
"Bernardetia litoralis","Bernardetia litoralis DSM 6794"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus RBWH"
"Elizabethkingia anophelis","Elizabethkingia anophelis NUHP1"
"Myroides sp. ZB35","Myroides sp. ZB35"
"Nonlabens dokdonensis","Nonlabens dokdonensis DSW-6"
"Flavobacteriaceae bacterium","Flavobacteriaceae bacterium isolate MH-Pat-all_autometa_1-8"
"Gramella sp. MAR_2010_147","Gramella sp. MAR_2010_147"
"Bacteroides caecimuris","Bacteroides caecimuris I48"
"Bacteroides sp. HF-162","Bacteroides sp. HF-162"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F33"
"Polaribacter vadi","Polaribacter vadi LPB0003"
"Bacteroides caccae","Bacteroides caccae ATCC 43185"
"Aequorivita sublithincola","Aequorivita sublithincola DSM 14238"
"Capnocytophaga sp. oral taxon 323","Capnocytophaga sp. oral taxon 323 str. F0383"
"Cryomorphaceae bacterium","Cryomorphaceae bacterium ECT2AJA-044"
"Flavisolibacter ginsenosidimutans","Flavisolibacter ginsenosidimutans Gsoil 636"
"Elizabethkingia miricola","Elizabethkingia miricola FL160902"
"Flavobacterium columnare","Flavobacterium columnare Pf1"
"Pedobacter sp. JBR3-12","Pedobacter sp. JBR3-12"
"Arachidicoccus sp. B3-10","Arachidicoccus sp. B3-10"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F15"
"Elizabethkingia anophelis","Elizabethkingia anophelis R26"
"Chitinophaga agri","Chitinophaga agri H33E-04"
"Dokdonia donghaensis","Dokdonia donghaensis DSW-1"
"Tenacibaculum maritimum","Tenacibaculum maritimum TM-KORJJ"
"Niabella ginsenosidivorans","Niabella ginsenosidivorans BS26"
"Pedobacter sp. HDW13","Pedobacter sp. HDW13"
"Algoriphagus sanaruensis","Algoriphagus sanaruensis M8-2"
"Cellulophaga lytica","Cellulophaga lytica DAU203"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUbt"
"Olleya aquimaris","Olleya aquimaris DAU311"
"Chitinophaga sp. MD30","Chitinophaga sp. MD30"
"Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron VPI-5482"
"Flavobacteriaceae bacterium 3519-10","Flavobacteriaceae bacterium 3519-10"
"Phocaeicola dorei","Phocaeicola dorei JR05"
"Riemerella anatipestifer","Riemerella anatipestifer RA-GD"
"Dokdonia sp. Dokd-P16","Dokdonia sp. Dokd-P16"
"Phocaeicola dorei","Phocaeicola dorei JR04"
"Urechidicola croceus","Urechidicola croceus LPB0138"
"Bacteroides zoogleoformans","Bacteroides zoogleoformans ATCC 33285"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F32"
"Flavobacterium columnare","Flavobacterium columnare F2R65"
"Flavobacterium sp. LPB0248","Flavobacterium sp. LPB0248 LPB248"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2805"
"Porphyromonas gingivalis","Porphyromonas gingivalis ATCC 33277"
"Flavobacterium sp. Sr18","Flavobacterium sp. Sr18"
"Mucilaginibacter ginsenosidivorans","Mucilaginibacter ginsenosidivorans Gsoil 3017"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus Rmd13-Crie"
"Elizabethkingia sp. JS20170427COW","Elizabethkingia sp. JS20170427COW"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum MH1"
"Hymenobacter jejuensis","Hymenobacter jejuensis 17J68-5"
"Prevotella oris","Prevotella oris NCTC13071"
"Chryseobacterium glaciei","Chryseobacterium glaciei IHBB 10212"
"Runella slithyformis","Runella slithyformis DSM 19594"
"Polaribacter sp. G4M1","Polaribacter sp. G4M1"
"Blattabacterium punctulatus","Blattabacterium sp. (Cryptocercus punctulatus) str. Cpu"
"Maribacter sp. 1_2014MBL_MicDiv","Maribacter sp. 1_2014MBL_MicDiv"
"Coprobacter sp. 2CBH44","Coprobacter sp. 2CBH44"
"Draconibacterium sp. M1","Draconibacterium sp. M1"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUml"
"Muricauda lutaonensis","Muricauda lutaonensis CC-HSB-11"
"Pedobacter ginsengisoli","Pedobacter ginsengisoli T01R-27"
"Flavobacterium columnare","Flavobacterium columnare ATCC 49512"
"Chryseobacterium sp. StRB126","Chryseobacterium sp. StRB126"
"Chryseobacterium gleum","Chryseobacterium gleum 3012STDY6944375"
"Prevotella jejuni","Prevotella jejuni CD3_33"
"Elizabethkingia sp. M8","Elizabethkingia sp. M8"
"Polaribacter haliotis","Polaribacter haliotis KCTC 52418"
"Chryseobacterium sp. JV274","Chryseobacterium sp. JV274 F3_Prior"
"Hymenobacter sp. BRD67","Hymenobacter sp. BRD67"
"Flavobacterium columnare","Flavobacterium columnare F9R72"
"Flavobacterium faecale","Flavobacterium faecale WV33"
"Riemerella anatipestifer","Riemerella anatipestifer 17"
"Porphyromonas gingivalis","Porphyromonas gingivalis 381"
"Prevotella copri","Prevotella copri YF2"
"Psychroflexus torquis","Psychroflexus torquis ATCC 700755"
"Sphingobacterium mizutaii","Sphingobacterium mizutaii NCTC12149"
"Hymenobacter oligotrophus","Hymenobacter oligotrophus sh-6"
"Capnocytophaga sputigena","Capnocytophaga sputigena NCTC11097"
"Elizabethkingia anophelis","Elizabethkingia anophelis AR4-6"
"Chryseobacterium bernardetii","Chryseobacterium bernardetii G0229"
"Chryseobacterium gleum","Chryseobacterium gleum FDAARGOS_1103"
"Hymenobacter sp. HDW8","Hymenobacter sp. HDW8"
"Flavobacterium sp. MDT1-60","Flavobacterium sp. MDT1-60"
"Fermentimonas caenicola","Fermentimonas caenicola"
"Prevotella intermedia","Prevotella intermedia KCOM 2033"
"Flavobacterium columnare","Flavobacterium columnare FCO-F2"
"Elizabethkingia sp. 2-6","Elizabethkingia sp. 2-6"
"Rufibacter tibetensis","Rufibacter tibetensis strain 1351"
"Bacteroides heparinolyticus","Bacteroides heparinolyticus F0111"
"Chryseolinea soli","Chryseolinea soli KIS68-18"
"Niastella koreensis","Niastella koreensis GR20-10"
"Riemerella anatipestifer","Riemerella anatipestifer NCTC11014"
"Mucilaginibacter celer","Mucilaginibacter sp. HYN0043"
"Bacteroides fragilis","Bacteroides fragilis Q1F2"
"Adhaeribacter swui","Adhaeribacter swui KCTC 52873"
"Runella sp. SP2","Runella sp. SP2"
"Flavobacterium arcticum","Flavobacterium arcticum SM1502"
"Elizabethkingia anophelis","Elizabethkingia anophelis 0422"
"Muriicola sp. MMS17-SY002","Muriicola sp. MMS17-SY002"
"Parabacteroides distasonis","Parabacteroides distasonis FDAARGOS_759"
"Polaribacter sp. SA4-12","Polaribacter sp. SA4-12"
"Muricauda sp. 501str8","Muricauda sp. 501str8"
"Bacteroides helcogenes","Bacteroides helcogenes P 36-108"
"Chryseobacterium indologenes","Chryseobacterium indologenes FDAARGOS_379"
"Chryseobacterium shandongense","Chryseobacterium shandongense G0239"
"Empedobacter brevis","Empedobacter brevis BCLYD2"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUsm"
"Chryseobacterium carnipullorum","Chryseobacterium carnipullorum F9942"
"Mucilaginibacter ginkgonis","Mucilaginibacter ginkgonis HMF7856"
"Parabacteroides distasonis","Parabacteroides distasonis CavFT-hAR46"
"Bacteroides fragilis","Bacteroides fragilis YCH46"
"Cellulophaga algicola","Cellulophaga algicola DSM 14237"
"Flammeovirga pectinis","Flammeovirga pectinis L12M1"
"Antarcticibacterium flavum","Antarcticibacterium flavum KCTC 52984"
"Tenacibaculum todarodis","Tenacibaculum todarodis LPB0136"
"Porphyromonas gingivalis","Porphyromonas gingivalis A7A1-28"
"Flavobacterium alkalisoli","Flavobacterium alkalisoli XS-5"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-R7"
"Bacteroides ovatus","Bacteroides ovatus 3725 D1 iv"
"Aquipluma nitroreducens","Aquipluma nitroreducens MeG22"
"Bacteroides fragilis","Bacteroides fragilis FDAARGOS_1225"
"Formosa sediminum","Formosa sediminum PS13"
"Riemerella anatipestifer","Riemerella anatipestifer RCAD0133"
"Rufibacter radiotolerans","Rufibacter radiotolerans DG31D"
"Chryseobacterium gallinarum","Chryseobacterium gallinarum DSM 27622"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2800"
"Ornithobacterium rhinotracheale","Ornithobacterium rhinotracheale FARPER-174b"
"Roseivirga pacifica","Roseivirga pacifica 9dcg1"
"Phocaeicola salanitronis","Phocaeicola salanitronis DSM 18170"
"Costertonia aggregata","Costertonia aggregata KCCM 42265"
"Bacteroides fragilis","Bacteroides fragilis 638R"
"Aquimarina sp. AD1","Aquimarina sp. AD1"
"Muricauda ruestringensis","Muricauda ruestringensis DSM 13258"
"Bacteroides sp. CACC 737","Bacteroides sp. CACC 737"
"Mucilaginibacter sp. PAMC 26640","Mucilaginibacter sp. PAMC 26640"
"Porphyromonas gingivalis","Porphyromonas gingivalis KCOM 2804"
"Prevotella scopos","Prevotella scopos JCM 17725"
"Bacteroidetes bacterium UKL13-3","Bacteroidetes bacterium UKL13-3"
"Flavobacterium album","Flavobacterium album HYN0059"
"Nonlabens marinus","Nonlabens marinus S1-08"
"Kordia sp. SMS9","Kordia sp. SMS9"
"Croceimicrobium hydrocarbonivorans","Cryomorphaceae bacterium A20-9"
"Flavobacterium johnsoniae","Flavobacterium johnsoniae UW101"
"Hymenobacter sp. PAMC 26554","Hymenobacter sp. PAMC 26554"
"Rufibacter sp. DG15C","Rufibacter sp. DG15C"
"Butyricimonas virosa","Butyricimonas virosa FDAARGOS_1229"
"Blattabacterium sp. (Blattella germanica)","Blattabacterium sp. (Blattella germanica) str. Bge Alboraia"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPRT1"
"Elizabethkingia bruuniana","Elizabethkingia bruuniana ATCC 33958"
"Proteiniphilum saccharofermentans","Proteiniphilum saccharofermentans"
"Capnocytophaga canimorsus","Capnocytophaga canimorsus Cc5"
"Hymenobacter sp. S2-20-2","Hymenobacter sp. S2-20-2"
"Chryseobacterium indologenes","Chryseobacterium indologenes StR 01"
"Cruoricaptor ignavus","Cruoricaptor ignavus M1214"
"Hymenobacter sp. PAMC 26628","Hymenobacter sp. PAMC 26628"
"Sphingobacterium sp. 21","Sphingobacterium sp. 21"
"Parabacteroides distasonis","Parabacteroides distasonis NBRC 113806"
"Prevotella sp. WR041","Prevotella sp. WR041"
"Phocaeicola dorei","Phocaeicola dorei JR01"
"Elizabethkingia anophelis","Elizabethkingia anophelis F3543"
"Flavobacterium columnare","Flavobacterium columnare F9S17"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 4"
"Polaribacter sp. SA4-10","Polaribacter sp. SA4-10"
"Blattabacterium sp. (Blaberus giganteus)","Blattabacterium sp. (Blaberus giganteus) BGIGA"
"Blattabacterium sp. (Mastotermes darwiniensis)","Blattabacterium sp. (Mastotermes darwiniensis) str. MADAR"
"Fibrella aestuarina","Fibrella aestuarina BUZ 2"
"Flavobacterium crocinum","Flavobacterium crocinum HYN0056"
"Riemerella anatipestifer","Riemerella anatipestifer 153"
"Myroides odoratimimus","Myroides odoratimimus G13"
"Weeksella virosa","Weeksella virosa NCTC11634"
"Echinicola vietnamensis","Echinicola vietnamensis DSM 17526"
"Porphyromonas gingivalis","Porphyromonas gingivalis W83"
"Porphyromonas asaccharolytica","Porphyromonas asaccharolytica DSM 20707"
"Porphyromonas gingivalis","Porphyromonas gingivalis TDC 60"
"Blattabacterium punctulatus","Blattabacterium punctulatus CPUwf"
"Winogradskyella sp. PAMC22761","Winogradskyella sp. PAMC22761"
"Chryseobacterium indoltheticum","Chryseobacterium indoltheticum ATCC 27950"
"Chitinophaga sp. 1303","Chitinophaga sp. 1303"
"Sphingobacterium sp. dk4302","Sphingobacterium sp. dk4302"
"Alkalitalea saponilacus","Alkalitalea saponilacus DSM 24412"
"Pedobacter steynii","Pedobacter steynii DX4"
"Bacteroides fragilis","Bacteroides fragilis CCUG4856T"
"Capnocytophaga leadbetteri","Capnocytophaga leadbetteri H6253"
"Hymenobacter sp. DG25B","Hymenobacter sp. DG25B"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-S6"
"Nibribacter ruber","Nibribacter ruber BT10"
"Phocaeicola dorei","Phocaeicola dorei isolate HS1_L1_B_010"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum V3-5"
"Flavobacterium sp. SLB02","Flavobacterium sp. SLB02 SGTM"
"Arenibacter algicola","Arenibacter algicola SMS7"
"Myroides sp. A21","Myroides sp. A21"
"Riemerella anatipestifer","Riemerella anatipestifer Yb2"
"Tenacibaculum mesophilum","Tenacibaculum mesophilum DSM 13764"
"Capnocytophaga gingivalis","Capnocytophaga gingivalis H1496"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1140"
"Chryseobacterium shandongense","Chryseobacterium shandongense G0207"
"Maribacter sp. HTCC2170","Maribacter sp. HTCC2170"
"Maribacter sp. MAR_2009_60","Maribacter sp. MAR_2009_60"
"Bacteroides sp. A1C1","Bacteroides sp. A1C1"
"Flavobacterium columnare","Flavobacterium columnare F2R74"
"Alistipes finegoldii","Alistipes finegoldii DSM 17242"
"Flavobacterium columnare","Flavobacterium columnare C#2"
"Alistipes indistinctus","Alistipes indistinctus 2BBH45"
"Chitinophaga sp. XS-30","Chitinophaga sp. XS-30"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F27"
"Sphingobacteriaceae bacterium GW460-11-11-14-LB5","Sphingobacteriaceae bacterium GW460-11-11-14-LB5"
"Polaribacter sp. L12M9","Polaribacter sp. L12M9"
"Capnocytophaga sp. H2931","Capnocytophaga sp. H2931"
"Capnocytophaga sp. H4358","Capnocytophaga sp. H4358"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum P30-2B/09"
"Sphingobacterium sp. UDSM-2020","Sphingobacterium sp. UDSM-2020"
"Flavobacterium columnare","Flavobacterium columnare F2R70"
"Paraflavitalea soli","Paraflavitalea soli 5GH32-13"
"Hymenobacter qilianensis","Hymenobacter qilianensis JCM 19763"
"Candidatus Amoebophilus asiaticus","Candidatus Amoebophilus asiaticus 5a2"
"Flavobacterium columnare","Flavobacterium columnare F2R62"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum JIP02/86"
"Tenacibaculum sp. SZ-18","Tenacibaculum sp. SZ-18"
"Sphingobacterium sp. CZ-2","Sphingobacterium sp. CZ-2"
"Mucilaginibacter rubeus","Mucilaginibacter rubeus P2-0.1"
"Thermoflavifilum sp.","Thermoflavifilum sp."
"Bacteroides ovatus","Bacteroides ovatus V975"
"Arachidicoccus sp. BS20","Arachidicoccus sp. BS20"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum V1-20"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 3"
"Mucilaginibacter mallensis","Mucilaginibacter mallensis MP1X4"
"Chryseobacterium indologenes","Chryseobacterium indologenes FDAARGOS_337"
"Ornithobacterium rhinotracheale","Ornithobacterium rhinotracheale DSM 15997"
"Olivibacter sp. SDN3","Olivibacter sp. SDN3"
"Mucilaginibacter sp. F39-2","Mucilaginibacter sp. F39-2"
"Phocaeicola vulgatus","Phocaeicola vulgatus FDAARGOS_1098"
"Polaribacter reichenbachii","Polaribacter reichenbachii KCTC 23969"
"Bacteroides fragilis","Bacteroides fragilis NCTC 9343"
"Cloacibacterium normanense","Cloacibacterium normanense NRS-1"
"Fibrella sp. ES10-3-2-2","Fibrella sp. ES10-3-2-2"
"Altibacter sp. ALE3EI","Altibacter sp. ALE3EI"
"Chryseobacterium sp. NBC 122","Chryseobacterium sp. NBC 122"
"Polaribacter sp. ALD11","Polaribacter sp. ALD11"
"Flavisolibacter tropicus","Flavisolibacter tropicus LCS9"
"Formosa agariphila","Formosa agariphila KMM 3901"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum CSF259-93"
"Prevotella intermedia","Prevotella intermedia strain 17"
"Polaribacter reichenbachii","Polaribacter reichenbachii 6Alg 8T"
"Spirosoma aureum","Spirosoma aureum BT328"
"Flavobacterium columnare","Flavobacterium columnare F2R68"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 990512-1/2A"
"Tenacibaculum sp. DSM 106434","Tenacibaculum sp. DSM 106434"
"Flavobacterium sp. xlx-214","Flavobacterium sp. xlx-214"
"Salinivirga cyanobacteriivorans","Salinivirga cyanobacteriivorans L21-Spi-D4"
"Rhodothermaceae bacterium RA","Rhodothermaceae bacterium RA"
"Bacteroides fragilis","Bacteroides fragilis BE1"
"Mucinivorans hirudinis","Mucinivorans hirudinis M3"
"Oceanihabitans sp. IOP_32","Oceanihabitans sp. IOP_32"
"Bacteroides uniformis","Bacteroides uniformis FDAARGOS_901"
"Chryseobacterium sp. T16E-39","Chryseobacterium sp. T16E-39"
"Elizabethkingia anophelis","Elizabethkingia anophelis CSID_3015183684"
"Hymenobacter sp. BRD128","Hymenobacter sp. BRD128"
"Mesoflavibacter sp. HG96","Mesoflavibacter sp. HG96"
"Bacteroides intestinalis","Bacteroides intestinalis APC919/174"
"Chryseobacterium shandongense","Chryseobacterium shandongense H5143"
"Porphyromonas cangingivalis","Porphyromonas cangingivalis NCTC12856"
"Chryseobacterium indologenes","Chryseobacterium indologenes FDAARGOS_510"
"Chryseobacterium taklimakanense","Chryseobacterium taklimakanense NCTC13490"
"Bacteroides sp. ZJ-18","Bacteroides sp. ZJ-18"
"Flavobacterium sp. M31R6","Flavobacterium sp. M31R6"
"Spirosoma sp. KUDC1026","Spirosoma sp. KUDC1026"
"Empedobacter brevis","Empedobacter brevis SE1-3"
"Cytophagales bacterium TFI 002","Cytophagales bacterium TFI 002"
"Cellulophaga lytica","Cellulophaga lytica DSM 7489"
"Pedobacter heparinus","Pedobacter heparinus DSM 2366"
"Elizabethkingia miricola","Elizabethkingia miricola EM798-26"
"Bacteroides caccae","Bacteroides caccae FDAARGOS_1219"
"Tamlana carrageenivorans","Tamlana carrageenivorans UJ94"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-D15"
"Sphingobacterium multivorum","Sphingobacterium multivorum FDAARGOS_1141"
"Draconibacterium orientale","Draconibacterium orientale FH5"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum FPS-F16"
"Pedobacter sp. KBS0701","Pedobacter sp. KBS0701"
"Bacteroides fragilis","Bacteroides fragilis DCMOUH0067B"
"Elizabethkingia anophelis","Elizabethkingia anophelis 3375"
"Epilithonimonas vandammei","Epilithonimonas vandammei H6466"
"Flavobacterium columnare","Flavobacterium columnare F2R72"
"Nonlabens ponticola","Nonlabens ponticola MJ115"
"Bacteroides fragilis","Bacteroides fragilis BOB25"
"Chryseobacterium haifense","Chryseobacterium haifense G0079"
"Polaribacter sejongensis","Polaribacter sejongensis KCTC 23670"
"Prevotella sp. oral taxon 299","Prevotella sp. oral taxon 299 str. F0039"
"Hymenobacter sp. TS19","Hymenobacter sp. TS19"
"Porphyromonas crevioricanis","Porphyromonas crevioricanis NCTC12858"
"Mucilaginibacter ginsenosidivorax","Mucilaginibacter ginsenosidivorax KHI28"
"Phocaeicola dorei","Phocaeicola dorei isolate HS2_L_2_B_045b"
"Elizabethkingia meningoseptica","Elizabethkingia meningoseptica KC1913"
"Bacteroides xylanisolvens","Bacteroides xylanisolvens XB1A"
"Myroides odoratus","Myroides odoratus FDAARGOS_1132"
"Prevotella intermedia","Prevotella intermedia KCOM 1741"
"Flavobacterium sp. KBS0721","Flavobacterium sp. KBS0721"
"Flavobacteriaceae bacterium MAR_2010_188","Flavobacteriaceae bacterium MAR_2010_188"
"Chryseobacterium sp. 6424","Chryseobacterium sp. 6424"
"Spirosoma pollinicola","Spirosoma pollinicola HA7"
"Psychroflexus sp. ALD_RP9","Psychroflexus sp. ALD_RP9"
"Spirosoma endbachense","Spirosoma endbachense I-24"
"Parabacteroides distasonis","Parabacteroides distasonis ATCC 8503"
"Chryseobacterium indologenes","Chryseobacterium indologenes DSM 16777"
"Flavobacterium columnare","Flavobacterium columnare F9R66"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum PG2"
"Prevotella intermedia","Prevotella intermedia KCOM 2837"
"Flavobacterium psychrophilum","Flavobacterium psychrophilum 160401-1/5N"
"Ichthyobacterium seriolicida","Ichthyobacterium seriolicida JBKA-6"
"Chitinophaga sp. 1310","Chitinophaga sp. 1310"
"Kaistella carnis","Chryseobacterium carnis G0081"
"Bacteroides fragilis","Bacteroides fragilis DCMOUH0042B"
"Bacteroides sp. M10","Bacteroides sp. M10"
"Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron 7330"
"Chryseobacterium gallinarum","Chryseobacterium gallinarum FDAARGOS_636"
