name,taxid,rank
"Candidatus Liberibacter asiaticus str. gxpsy","1174529","genome"
"Candidatus Liberibacter asiaticus AHCA1","-1","genome"
"Magnetococcales","1191478","order"
"Magnetococcaceae","1191479","family"
"Magnetococcus","162171","genus"
"Candidatus Magnetococcus massalia","451514","species"
"Candidatus Magnetococcus massalia MO-1","-1","genome"
"Mycoplasmatales","2085","order"
"Mycoplasmataceae","2092","family"
"Candidatus Hepatoplasma","295595","genus"
"Candidatus Hepatoplasma crinochetorum","295596","species"
"Candidatus Hepatoplasma crinochetorum Av","1427984","genome"
"Candidatus Liberibacter asiaticus str. psy62","537021","genome"
"candidate division NC10","640293","phylum"
"Candidatus Methylomirabilis","1170227","genus"
"Candidatus Methylomirabilis oxyfera","671143","genome"
"Nitrosomonadales","32003","order"
"Methylophilaceae","32011","family"
"Candidatus Methylopumilus","1679002","genus"
"Candidatus Methylopumilus planktonicus","1581557","species"
"Candidatus Methylopumilus planktonicus MMS-VB-116","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-VB-14","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-10A-171","-1","genome"
"Candidatus Melainabacteria","1798710","phylum"
"Candidatus Melainabacteria bacterium MEL.A1","1899017","genome"
"Candidatus Methylopumilus planktonicus MMS-VI-155","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-VI-255","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-VI-257","-1","genome"
"Candidatus Methylopumilus rimovensis","2588535","species"
"Candidatus Methylopumilus rimovensis MMS-RI-1","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-VI-180","-1","genome"
"Candidatus Methylopumilus rimovensis MMS-RI-41","-1","genome"
"Candidatus Methylopumilus planktonicus MMS-VI-228","-1","genome"
"Candidatus Methylopumilus turicensis","1581680","species"
"Candidatus Methylopumilus turicensis MMS-10A-171","-1","genome"
"Candidatus Methylopumilus universalis","2588536","species"
"Candidatus Methylopumilus universalis MMS-RIV-17","-1","genome"
"Candidatus Methylopumilus universalis MMS-RII-56","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-25","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-28","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-48","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-30","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-46","-1","genome"
"Candidatus Liberibacter solanacearum","556287","species"
"Candidatus Liberibacter solanacearum CLso-ZC1","658172","genome"
"Candidatus Methylopumilus universalis MMS-RIV-50","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-52","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-60","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-70","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-12","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-16","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-34","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-37","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-51","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-9","-1","genome"
"Candidatus Methylopumilus universalis MMS-RVI-8","-1","genome"
"Candidatus Methylopumilus universalis MMS-VB-110","-1","genome"
"Candidatus Methylopumilus universalis MMS-VB-60","-1","genome"
"Candidatus Methylopumilus universalis MMS-VB-8","-1","genome"
"Candidatus Methylopumilus universalis MMS-VA-83","-1","genome"
"Candidatus Methylopumilus universalis MMS-VB-103","-1","genome"
"Candidatus Methylopumilus universalis MMS-VB-91","-1","genome"
"Candidatus Methylopumilus universalis MMS-VI-126","-1","genome"
"Candidatus Methylopumilus universalis MMS-VI-38","-1","genome"
"Candidatus Microgenomates","67820","phylum"
"Candidatus Microgenomates bacterium","2093373","genome"
"Methylococcales","135618","order"
"Methylococcaceae","403","family"
"Candidatus Methylospira","1808977","genus"
"Candidatus Methylospira mobilis","1808979","species"
"Candidatus Methylospira mobilis Shm1","-1","genome"
"Candidatus Midichloria","411566","genus"
"Candidatus Midichloria mitochondrii","234827","species"
"Candidatus Midichloria mitochondrii IricVA","696127","genome"
"Opitutae","414999","class"
"Puniceicoccales","415001","order"
"Puniceicoccaceae","415002","family"
"Candidatus Moanabacter","2480624","genus"
"Candidatus Moanabacter tarae","2200854","species"
"Candidatus Moanabacter tarae TARA_B100001123","-1","genome"
"Candidatus Moranella","1048757","genus"
"Candidatus Moranella endobia","1048758","species"
"Candidatus Moranella endobia PCIT","903503","genome"
"Candidatus Moranella endobia PCVAL","1234603","genome"
"Candidatus Methylopumilus universalis MMS-RVI-13","-1","genome"
"Mycoplasma","2093","genus"
"Candidatus Mycoplasma girerdii","1318617","species"
"Candidatus Mycoplasma girerdii VCU_M1","-1","genome"
"Candidatus Methylopumilus universalis MMS-RIV-57","-1","genome"
"Candidatus Nanopelagicales","2039638","order"
"Candidatus Nanopelagicaceae","2162846","family"
"Candidatus Nanopelagicus","2039639","genus"
"Candidatus Nanopelagicus abundans","1884916","genome"
"Candidatus Nanopelagicus hibericus","1884915","genome"
"Candidatus Nanopelagicus limnes","1884634","genome"
"Candidatus Nardonella","204619","genus"
"Candidatus Nardonella dryophthoridicola","1971485","species"
"Candidatus Nardonella dryophthoridicola NardRF","-1","genome"
"Candidatus Nitrosoglobus","1980513","genus"
"Candidatus Nitrosoglobus terrae","1630141","species"
"Candidatus Nitrosoglobus terrae TAO100","-1","genome"
"Candidatus Nesciobacter","2601651","genus"
"Candidatus Nesciobacter abundans","2601668","genome"
"Nitrospirae","40117","phylum"
"Nitrospira","203693","class"
"Nitrospirales","189778","order"
"Nitrospiraceae","189779","family"
"Candidatus Nitrospira inopinata","1715989","species"
"Candidatus Nitrospira inopinata ENR4","-1","genome"
"Gallionellaceae","90627","family"
"Candidatus Nitrotoga","453161","genus"
"Candidatus Nitrotoga sp. AM1P","2559597","genome"
"Candidatus Paracaedibacteraceae","1777752","family"
"Candidatus Paracaedibacteraceae bacterium 'Lake Konstanz'","2741701","species"
"Candidatus Paracaedibacteraceae bacterium Lake Konstanz","-1","genome"
"Caedimonadaceae","2100208","family"
"Candidatus Nucleicultrix","1509243","genus"
"Candidatus Nucleicultrix amoebiphila","1509244","species"
"Candidatus Nucleicultrix amoebiphila FS5","1414854","genome"
"Pantoea","53335","genus"
"Candidatus Pantoea carbekii","1235990","genome"
"Candidatus Paracaedimonas","2100211","genus"
"Candidatus Paracaedimonas acanthamoebae","244581","genome"
"Candidatus Paracaedibacter","1521255","genus"
"Candidatus Paracaedibacter acanthamoebae","91604","genome"
"Candidatus Methylopumilus universalis MMS-VI-25","-1","genome"
"Candidatus Pelagibacter","198251","genus"
"Candidatus Pelagibacter giovannonii","2563896","species"
"Candidatus Pelagibacter giovannonii NP1","-1","genome"
"Candidatus Pelagibacter sp. IMCC9063","1002672","genome"
"Candidatus Pelagibacter sp. HIMB1321","1388755","genome"
"Candidatus Pelagibacter sp. RS40","1977865","genome"
"Candidatus Pelagibacter ubique","198252","species"
"Candidatus Pelagibacter ubique HTCC1062","335992","genome"
"Candidatus Pelagibacter sp. RS39","1977864","genome"
"Candidatus Peregrinibacteria","1619053","phylum"
"Candidatus Peribacteria","1801911","class"
"Candidatus Peribacterales","1803398","order"
"Candidatus Peribacter","1803399","genus"
"Candidatus Peribacter riflensis","1735162","species"
"Candidatus Peribacter riflensis RIFOXYB2_FULL_PER-ii_58_14","-1","genome"
"Candidatus Peribacter riflensis RIFOXYB2_FULL_PER-ii_58_16","-1","genome"
"Parvibaculaceae","2813035","family"
"Candidatus Phaeomarinobacter","1541445","genus"
"Candidatus Phaeomarinobacter ectocarpi","1458461","species"
"Candidatus Phaeomarinobacter ectocarpi Ec32","-1","genome"
"Candidatus Peribacter riflensis RIFOXYB2_FULL_PER-ii_58_17","-1","genome"
"Rickettsiaceae","775","family"
"Candidatus Phycorickettsia","2115980","genus"
"Candidatus Phycorickettsia trachydisci","2115978","genome"
"Candidatus Peribacter riflensis RIFOXYD2_FULL_PER-ii_51_23","-1","genome"
"Candidatus Peribacter riflensis RIFOXYC2_FULL_PER-ii_58_32","-1","genome"
"Candidatus Phytoplasma","33926","genus"
"Candidatus Phytoplasma mali","37692","genome"
"Candidatus Planktophila","622681","genus"
"Candidatus Planktophila limnetica","573600","genome"
"Candidatus Planktophila sulfonica","1884904","genome"
"Chlamydiae","204428","phylum"
"Chlamydiia","204429","class"
"Parachlamydiales","1963360","order"
"Parachlamydiaceae","92713","family"
"Candidatus Protochlamydia","282132","genus"
"Candidatus Protochlamydia naegleriophila","389348","species"
"Candidatus Protochlamydia naegleriophila KNic","-1","genome"
"Candidatus Protochlamydia amoebophila","362787","species"
"Candidatus Protochlamydia amoebophila UWE25","264201","genome"
"Candidatus Puniceispirillum","767891","genus"
"Candidatus Puniceispirillum marinum","767892","species"
"Candidatus Puniceispirillum marinum IMCC1322","488538","genome"
"Candidatus Reidiella","2738850","genus"
"Candidatus Reidiella endopervernicosa","2738883","species"
"Candidatus Reidiella endopervernicosa isolate Santa_Monica_outfall","-1","genome"
"Candidatus Riesia","401618","genus"
"Candidatus Riesia pediculicola","401619","species"
"Candidatus Riesia pediculicola BR-HL","-1","genome"
"Pseudomonas","286","genus"
"Candidatus Pseudomonas adelgestsugas","1302376","genome"
"Candidatus Planktophila vernalis","1884907","genome"
"Rhodoluna","529883","genus"
"Candidatus Rhodoluna planktonica","535712","species"
"Candidatus Rhodoluna planktonica MWH-Dar1","-1","genome"
"Rickettsiella","59195","genus"
"Candidatus Rickettsiella viridis","676208","species"
"Candidatus Rickettsiella viridis Ap-RA04","-1","genome"
"Candidatus Riesia pediculicola HHBH","-1","genome"
"Candidatus Riesia pediculicola USDA","515618","genome"
"Candidatus Riesia pediculischaeffi","428411","species"
"Candidatus Riesia pediculischaeffi PTSK","-1","genome"
"Candidatus Ruthia","1541743","genus"
"Candidatus Ruthia magnifica","386487","species"
"Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)","413404","genome"
"Candidatus Riesia pthiripubis","428412","species"
"Candidatus Riesia pthiripubis HPNA","-1","genome"
"Candidatus Ruthia endofausta","2738852","species"
"Candidatus Ruthia endofausta isolate JDF_Ridge","-1","genome"
"Candidatus Riesia pediculicola HHAC","-1","genome"
"Candidatus Riesia sp. GBBU","1719125","genome"
"Candidatus Saccharibacteria","95818","phylum"
"Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17","1619070","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488","713059","species"
"Candidatus Saccharibacteria bacterium oral taxon 488 AC001","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM002","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM003","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM006","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 AC002","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM001","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM009","-1","genome"
"Candidatus Mycosynbacter","2831665","genus"
"Candidatus Mycosynbacter amalyticus","2665156","species"
"Candidatus Saccharibacteria bacterium JR1","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 957","2572088","species"
"Candidatus Saccharibacteria bacterium oral taxon 957 BB001","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 FS03P","-1","genome"
"Candidatus Saccharibacteria bacterium RAAC3_TM7_1","1394711","genome"
"Candidatus Saccharimonia","2093818","class"
"Candidatus Nanosynbacterales","2093819","order"
"Candidatus Nanosynbacteraceae","2093822","family"
"Candidatus Nanosynbacter","2093823","genus"
"Candidatus Nanosynbacter lyticus","2093824","species"
"Candidatus Saccharibacteria oral taxon TM7x","2093824","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 CM010","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 488 HB001","-1","genome"
"Candidatus Saccharimonas","1331051","genus"
"Candidatus Saccharimonas aalborgensis","1332188","genome"
"Candidatus Sneabacter","2601645","genus"
"Candidatus Sneabacter namystus","2601646","genome"
"Bruguierivoracaceae","2812006","family"
"Sodalis","84565","genus"
"Candidatus Sodalis pierantonius","1486991","species"
"Candidatus Sodalis pierantonius str. SOPE","2342","genome"
"Thiovulaceae","2771471","family"
"Sulfurimonas","202746","genus"
"Candidatus Sulfurimonas baltica","2740404","species"
"Candidatus Sulfurimonas baltica GD2","-1","genome"
"Candidatus Sulfurimonas marisnigri","2740405","species"
"Candidatus Sulfurimonas marisnigri SoZ1","-1","genome"
"Candidatus Sumerlaeota","200295","phylum"
"Candidatus Sumerlaeia","2315419","class"
"Candidatus Sumerlaeales","2315420","order"
"Candidatus Sumerlaeaceae","2315421","family"
"Candidatus Sumerlaea","2315418","genus"
"Candidatus Sumerlaea chitinivorans","2250252","genome"
"Candidatus Symbiobacter","1436289","genus"
"Candidatus Symbiobacter mobilis","1436290","species"
"Candidatus Symbiobacter mobilis CR","946483","genome"
"Sulfuricurvum","286130","genus"
"Candidatus Sulfuricurvum sp. RIFRC-1","1249480","genome"
"Candidatus Tenderia","1813600","genus"
"Candidatus Tenderia electrophaga","1748243","species"
"Candidatus Tenderia electrophaga NRL1","-1","genome"
"Thiodictyon","53392","genus"
"Candidatus Thiodictyon syntrophicum","1166950","species"
"Candidatus Thiodictyon syntrophicum Cad16T","-1","genome"
"Syntrophomonadaceae","68298","family"
"Candidatus Syntrophocurvum","2293313","genus"
"Candidatus Syntrophocurvum alkaliphilum","2293317","genome"
"Candidatus Thioglobus","655184","genus"
"Candidatus Thioglobus autotrophicus","1705394","species"
"Candidatus Thioglobus autotrophicus EF1","-1","genome"
"Candidatus Thioglobus singularis","1427364","genome"
"Candidatus Tachikawaea","1682492","genus"
"Candidatus Tachikawaea gelatinosa","1410383","genome"
"Candidatus Thioglobus singularis NP1","-1","genome"
"Candidatus Tokpelaia","1902578","genus"
"Candidatus Tokpelaia hoelldoblerii","1902579","genome"
"Candidatus Uzinura diaspidicola","670956","species"
"Candidatus Uzinura diaspidicola str. ASNER","1133592","genome"
"Candidatus Omnitrophica","67812","phylum"
"Candidatus Vampirococcus","2789201","genus"
"Candidatus Vampirococcus archaeovorus","1930593","species"
"Candidatus Vampirococcus archaeovorus LiM","-1","genome"
"Candidatus Wolfebacteria","1752735","phylum"
"Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1","1619007","genome"
"Wolbachia","953","genus"
"Candidatus Wolbachia massiliensis","1845000","genome"
"Candidatus Thioglobus singularis PS1","1125411","genome"
"Solibacteraceae","332161","family"
"Candidatus Solibacter","332162","genus"
"Candidatus Solibacter usitatus","332163","species"
"Candidatus Solibacter usitatus Ellin6076","234267","genome"
"Spartobacteria","134549","class"
"Candidatus Xiphinematobacter","134550","genus"
"Candidatus Xiphinematobacter sp. Idaho Grape","1704307","genome"
"Candidatus Xiphinematobacter sp.","1903058","species"
"Candidatus Xiphinematobacter sp. isolate P18","-1","genome"
"Candidatus Xiphinematobacter sp. isolate P15","-1","genome"
"Candidatus Xiphinematobacter sp. isolate P21","-1","genome"
"Candidatus Saccharibacteria bacterium oral taxon 955","2572087","species"
"Candidatus Saccharibacteria bacterium oral taxon 955 PM004","-1","genome"
"Candidatus Xiphinematobacter sp. isolate P22","-1","genome"
"Capnocytophaga","1016","genus"
"Capnocytophaga canimorsus","28188","species"
"Capnocytophaga canimorsus 7120","-1","genome"
"Capnocytophaga canimorsus Cc5","860228","genome"
"Capnocytophaga canimorsus H5594","-1","genome"
"Capnocytophaga canimorsus H3936","-1","genome"
"Capnocytophaga canimorsus NCTC11921","-1","genome"
"Capnocytophaga canimorsus RBWH","-1","genome"
"Capnocytophaga canimorsus Rmd13-Crie","-1","genome"
"Candidatus Vesicomyosocius","2732587","genus"
"Candidatus Vesicomyosocius okutanii","412965","species"
"Candidatus Vesicomyosocius okutanii HA","412965","genome"
"Candidatus Woesebacteria","1752722","phylum"
"Candidatus Woesebacteria bacterium GW2011_GWF1_31_35","1618600","genome"
"Capnocytophaga gingivalis","1017","species"
"Capnocytophaga gingivalis H1496","-1","genome"
"Capnocytophaga haemolytica","45243","species"
"Capnocytophaga haemolytica CCUG 32990","-1","genome"
"Capnocytophaga cynodegmi","28189","species"
"Capnocytophaga cynodegmi G7591","-1","genome"
"Capnocytophaga haemolytica NCTC12947","-1","genome"
"Candidatus Xiphinematobacter sp. isolate P3-11","-1","genome"
"Candidatus Xiphinematobacter sp. isolate P23","-1","genome"
"Capnocytophaga leadbetteri","327575","species"
"Capnocytophaga leadbetteri H6253","-1","genome"
"Capnocytophaga sp. H2931","1945657","genome"
"Capnocytophaga sp. oral taxon 323","1705617","species"
"Capnocytophaga sp. oral taxon 323 str. F0383","-1","genome"
"Capnocytophaga sp. H4358","1945658","genome"
"Capnocytophaga ochracea","1018","species"
"Capnocytophaga ochracea DSM 7271","521097","genome"
"Capnocytophaga sp. oral taxon 878","1316596","species"
"Capnocytophaga sp. oral taxon 878 F0545","-1","genome"
"Capnocytophaga sp. oral taxon 864","1316593","species"
"Capnocytophaga sp. oral taxon 864 F0512","-1","genome"
"Capnocytophaga sputigena","1019","species"
"Capnocytophaga sputigena D1179","-1","genome"
"Capnocytophaga sp. oral taxon 902","2748316","species"
"Capnocytophaga sp. oral taxon 902 W10638","-1","genome"
"Capnocytophaga sputigena H4486","-1","genome"
"Capnocytophaga sputigena KC1668","-1","genome"
"Caproiciproducens","1738645","genus"
"Caproiciproducens galactitolivorans","642589","species"
"Caproiciproducens galactitolivorans BS-1","-1","genome"
"Capnocytophaga sputigena NCTC11097","-1","genome"
"Capnocytophaga stomatis","1848904","species"
"Capnocytophaga stomatis H2177","-1","genome"
"Capnocytophaga sp. FDAARGOS_737","2545799","genome"
"Capnocytophaga sp. ChDC OS43","209053","genome"
"Caproiciproducens sp. 7D4C2","2721621","genome"
"Carboxydothermus","129957","genus"
"Carboxydothermus hydrogenoformans","129958","species"
"Carboxydothermus hydrogenoformans Z-2901","246194","genome"
"Cardinium endosymbiont of Encarsia pergandiella","249402","species"
"Cardinium endosymbiont cEper1 of Encarsia pergandiella","1231626","genome"
"Cardinium endosymbiont of Sogatella furcifera","650378","species"
"Cardinium endosymbiont of Sogatella furcifera cSfur","-1","genome"
"Clostridiales Family XVI. Incertae Sedis","543347","family"
"Carboxydocella","178898","genus"
"Carboxydocella thermautotrophica","178899","species"
"Carboxydocella thermautotrophica 41","-1","genome"
"Carnobacteriaceae","186828","family"
"Carnobacterium","2747","genus"
"Carnobacterium maltaromaticum","2751","species"
"Carnobacterium maltaromaticum LMA28","1234679","genome"
"Caproiciproducens sp. NJN-50","2507162","genome"
"Carboxydocella thermautotrophica 019","-1","genome"
"Carnobacterium sp. 17-4","208596","genome"
"Carnobacterium sp. CS13","2800128","genome"
"Carnobacterium sp. CP1","1564681","genome"
"Carnobacterium sp. PL17GRE32","2592355","genome"
"Carnobacterium sp. PL17RED31","2592353","genome"
"Carnobacterium sp. PL12RED10","2592351","genome"
"Carnobacterium sp. PL26RED25","2592352","genome"
"Cardiobacteriales","135615","order"
"Cardiobacteriaceae","868","family"
"Cardiobacterium","2717","genus"
"Cardiobacterium hominis","2718","species"
"Cardiobacterium hominis NCTC10426","-1","genome"
"Carnobacteriaceae bacterium zg84","2758033","genome"
"Carnobacterium sp. PL24RED07","2592354","genome"
"Castellaniella","359336","genus"
"Castellaniella defragrans","75697","species"
"Castellaniella defragrans 65Phen","1437824","genome"
"Carnobacteriaceae bacterium zg-C25","2821731","genome"
"Catellatospora","53365","genus"
"Catellatospora sp. IY07-71","2728827","genome"
"Caulifigura","2795778","genus"
"Caulifigura coniformis","2527983","species"
"Caulifigura coniformis Pan44","-1","genome"
"Caulobacter","75","genus"
"Caulobacter henricii","69395","species"
"Caulobacter henricii CB4","-1","genome"
"Carnobacterium inhibens","147709","species"
"Carnobacterium inhibens subsp. gilichinskyi WN1359","-1","genome"
"Catenovulum","1172191","genus"
"Catenovulum sp. CCB-QB4","2172099","genome"
"Caulobacter segnis","88688","species"
"Caulobacter segnis TK0059","-1","genome"
"Caulobacter flavus","1679497","species"
"Caulobacter flavus RHGG3","-1","genome"
"Caulobacter vibrioides","155892","species"
"Caulobacter vibrioides CB1","-1","genome"
"Caulobacter vibrioides CB13b1a","-1","genome"
"Caulobacter sp. FWC26","69665","genome"
"Caulobacter sp. K31","366602","genome"
"Caulobacter vibrioides CB2A","-1","genome"
"Caulobacter vibrioides CB15","190650","genome"
"Caulobacter vibrioides CB2","-1","genome"
"Caulobacter vibrioides NA1000","565050","genome"
"Cedecea","158483","genus"
"Cedecea lapagei","158823","species"
"Cedecea lapagei NCTC11466","-1","genome"
"Caulobacteraceae bacterium OTSz_A_272","1759059","genome"
"Cedecea neteri","158822","species"
"Cedecea neteri FDAARGOS_392","-1","genome"
"Cedecea neteri M006","-1","genome"
"Cedecea neteri ND02","-1","genome"
"Cedecea neteri ND14a","-1","genome"
"Caulobacter mirabilis","69666","species"
"Caulobacter mirabilis FWC 38","-1","genome"
"Cedecea neteri SSMD04","-1","genome"
"Cedecea neteri ND14b","-1","genome"
"Cedecea sp. FDAARGOS_727","2545798","genome"
"Celeribacter","875170","genus"
"Celeribacter baekdonensis","875171","species"
"Celeribacter baekdonensis LH4","-1","genome"
"Celeribacter manganoxidans","1411902","species"
"Celeribacter manganoxidans DY25","-1","genome"
"Celeribacter ethanolicus","1758178","species"
"Celeribacter ethanolicus TSPH2","-1","genome"
"Celeribacter indicus","1208324","species"
"Celeribacter indicus P73","-1","genome"
"Cellulomonadaceae","85016","family"
"Cellulomonas","1707","genus"
"Cellulomonas fimi","1708","species"
"Cellulomonas fimi ATCC 484","590998","genome"
"Cellulomonas gilvus","11","species"
"Cellulomonas gilvus ATCC 13127","593907","genome"
"Cellulomonas flavigena","1711","species"
"Cellulomonas flavigena DSM 20109","446466","genome"
"Cellulomonas fimi NCTC7547","-1","genome"
"Celeribacter marinus","1397108","species"
"Celeribacter marinus IMCC 12053","-1","genome"
"Cellulomonas shaoxiangyii","2566013","species"
"Cellulomonas shaoxiangyii Z28","-1","genome"
"Cellulomonas sp. PSBB021","2003551","genome"
"Cellulomonas sp. JZ18","2654191","genome"
"Cellulophaga","104264","genus"
"Cellulophaga algicola","59600","species"
"Cellulophaga algicola DSM 14237","688270","genome"
"Cellulophaga baltica","76594","species"
"Cellulophaga baltica 18","1348584","genome"
"Caulobacter segnis ATCC 21756","509190","genome"
"Cellulomonas sp. H30R-01","2704467","genome"
"Cellulophaga lytica","979","species"
"Cellulophaga lytica HI1","-1","genome"
"Cellulophaga lytica DSM 7489","867900","genome"
"Cellulophaga lytica DAU203","-1","genome"
"Cellulophaga baltica NN016038","1348585","genome"
"Cellulosilyticum","698776","genus"
"Cellulosilyticum lentocellum","29360","species"
"Cellulosilyticum lentocellum DSM 5427","642492","genome"
"Cellulosilyticum sp. WCF-2","2497860","genome"
"Promicromonosporaceae","85017","family"
"Cellulosimicrobium","157920","genus"
"Cellulosimicrobium cellulans","1710","species"
"Cellulosimicrobium cellulans PSBB019","-1","genome"
"Cellulosimicrobium cellulans NEB113","-1","genome"
"Cellvibrionales","1706369","order"
"Cellvibrionaceae","1706371","family"
"Cellvibrio","10","genus"
"Cellvibrio japonicus","155077","species"
"Cellvibrio japonicus ADPT2-NIGEROSE","-1","genome"
"Cellulosimicrobium sp. TH-20","1980001","genome"
"Cellvibrio sp. KY-YJ-3","454662","genome"
"Cellvibrio japonicus ADPT3-ISOMALTOSE","-1","genome"
"Cellvibrio sp. PSBB006","1987723","genome"
"Cellvibrio japonicus Ueda107","498211","genome"
"Cellvibrio sp. KY-GH-1","2303332","genome"
"Catenulisporales","414714","order"
"Catenulisporaceae","414877","family"
"Catenulispora","414878","genus"
"Catenulispora acidiphila","304895","species"
"Catenulispora acidiphila DSM 44928","479433","genome"
"Cellulosimicrobium sp. BI34T","2587808","genome"
"Cellvibrio sp. PSBB023","1945512","genome"
"Cellvibrio japonicus ADPT1-KOJIBIOSE","-1","genome"
"Cetia","1775691","genus"
"Cetia pacifica","1424653","species"
"Cetia pacifica TB6","-1","genome"
"Chelativorans","449972","genus"
"Chelativorans sp. BNC1","266779","genome"
"Chelatococcaceae","2036754","family"
"Chelatococcus","28209","genus"
"Chelatococcus daeguensis","444444","species"
"Chelatococcus daeguensis TAD1","-1","genome"
"Chamaesiphonaceae","1890431","family"
"Chamaesiphon","217161","genus"
"Chamaesiphon minutus","1173032","species"
"Chamaesiphon minutus PCC 6605","1173020","genome"
"Chania","1745211","genus"
"Chania multitudinisentens","1639108","species"
"Chania multitudinisentens RB-25","1441930","genome"
"Chelatococcus sp. CO-6","1702325","genome"
"Chitinibacter","230666","genus"
"Chitinibacter fontanus","1737446","species"
"Chitinibacter fontanus STM-7","-1","genome"
"Chitinimonas","240411","genus"
"Chitinimonas arctica","2594795","species"
"Chitinimonas arctica R3-44","-1","genome"
"Chitinophaga","79328","genus"
"Chitinophaga caeni","2029983","genome"
"Chitinimonas koreensis","356302","species"
"Chitinimonas koreensis R2A43-10","-1","genome"
"Chitinophaga alhagiae","2203219","species"
"Chitinophaga alhagiae T22","-1","genome"
"Chitinibacter sp. 2T18","2739434","genome"
"Chitinophaga agri","2703787","species"
"Chitinophaga agri H33E-04","-1","genome"
"Chitinophaga sp. XS-30","2604421","genome"
"Chitinophaga sp. 1303","2725414","genome"
"Chitinophaga pinensis","79329","species"
"Chitinophaga pinensis DSM 2588","485918","genome"
"Chitinophaga sp. 1310","2725416","genome"
"Chitinophaga sp. MD30","2033437","genome"
"Chlamydiales","51291","order"
"Chlamydiaceae","809","family"
"Chlamydia","810","genus"
"Chlamydia abortus","83555","species"
"Chlamydia abortus 1H","-1","genome"
"Chlamydia abortus 84/2334","-1","genome"
"Chlamydia abortus GN6","-1","genome"
"Chlamydia abortus MRI-10/19","-1","genome"
"Chlamydia abortus S26/3","218497","genome"
"Chlamydia abortus AB7","-1","genome"
"Chlamydia abortus LLG","1003238","genome"
"Chlamydia caviae","83557","species"
"Chlamydia caviae GPIC","227941","genome"
"Chlamydia avium","1457141","species"
"Chlamydia avium 10DC88","1229831","genome"
"Chlamydia felis","83556","species"
"Chlamydia felis Fe/C-56","264202","genome"
"Chlamydia gallinacea","1457153","species"
"Chlamydia gallinacea 08-1274/3","1143323","genome"
"Chlamydia gallinacea JX-1","-1","genome"
"Chlamydia muridarum","83560","species"
"Chlamydia muridarum Nigg3-28","-1","genome"
"Chlamydia muridarum Nigg3","-1","genome"
"Chlamydia muridarum str. Nigg 2 MCR","1460373","genome"
"Chlamydia muridarum str. Nigg","243161","genome"
"Chlamydia muridarum str. Nigg3 CMUT3-5","1434770","genome"
"Chlamydia pecorum","85991","species"
"Chlamydia pecorum PV3056/3","1234367","genome"
"Chlamydia pecorum E58","331635","genome"
"Chlamydia pecorum P787","1234369","genome"
"Chlamydia pneumoniae","83558","species"
"Chlamydia pneumoniae J138","138677","genome"
"Chlamydia pneumoniae AR39","115711","genome"
"Chlamydia pneumoniae CWL029","115713","genome"
"Chlamydia abortus GIMC 2006:CabB577","-1","genome"
"Chlamydia pneumoniae LPCoLN","406984","genome"
"Chlamydia pneumoniae TW-183","182082","genome"
"Chlamydia psittaci","83554","species"
"Chlamydia psittaci 01DC12","1221877","genome"
"Chlamydia psittaci 02DC15","1112254","genome"
"Chlamydia psittaci 08DC60","1112267","genome"
"Chlamydia psittaci 6BC","331636","genome"
"Chlamydia psittaci AMK","-1","genome"
"Chlamydia psittaci 84/55","1218176","genome"
"Chlamydia psittaci 01DC11","1112252","genome"
"Chlamydia muridarum str. Nigg CM972","1434773","genome"
"Chlamydia pecorum W73","1234368","genome"
